Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
3495.02      2000         -1645        1000         -2645        OVERLAP
3495.02      2000         355          1000         -645         OVERLAP
3497.03      2000         -1655        1000         -2655        OVERLAP
3497.03      2000         345          1000         -655         OVERLAP
3499.05      2000         -1675        1000         -2675        OVERLAP
3499.05      2000         325          1000         -675         OVERLAP
3501.02      2000         -1645        1000         -2645        OVERLAP
3501.02      2000         355          1000         -645         OVERLAP
3503.02      2000         -1645        1000         -2645        OVERLAP
3503.02      2000         355          1000         -645         OVERLAP
3505.03      2000         -1645        1000         -2645        OVERLAP
3505.03      2000         345          1000         -655         OVERLAP
3507.04      2000         -1655        1000         -2655        OVERLAP
3507.04      2000         335          1000         -665         OVERLAP
3509.05      2000         -1665        1000         -2665        OVERLAP
3509.05      2000         325          1000         -675         OVERLAP
3509.05      2000         335          1000         -665         OVERLAP
3511.06      2000         -1675        1000         -2675        OVERLAP
3511.06      2000         315          1000         -685         OVERLAP
3511.06      2000         325          1000         -675         OVERLAP
3513.06      2000         -1675        1000         -2675        OVERLAP
3513.06      2000         315          1000         -685         OVERLAP
3513.07      2000         305          1000         -695         OVERLAP
3515.07      2000         -1695        1000         -2695        OVERLAP
3515.07      2000         315          1000         -685         OVERLAP
3515.08      2000         305          1000         -695         OVERLAP
3517.03      2000         -1645        1000         -2645        OVERLAP
3517.03      2000         355          1000         -645         OVERLAP
3517.03      2000         355          1000         -645         OVERLAP
3519.05      2000         -1665        1000         -2665        OVERLAP
3519.05      2000         335          1000         -665         OVERLAP
3521.05      2000         -1665        1000         -2665        OVERLAP
3521.05      2000         335          1000         -665         OVERLAP
3523.06      2000         -1675        1000         -2675        OVERLAP
3523.06      2000         325          1000         -675         OVERLAP
3525.07      2000         -1685        1000         -2685        OVERLAP
3525.07      2000         315          1000         -685         OVERLAP
3527.08      2000         -1695        1000         -2695        OVERLAP
3527.08      2000         305          1000         -695         OVERLAP
3529.04      2000         -1655        1000         -2655        OVERLAP
3529.04      2000         345          1000         -655         OVERLAP
3531.04      2000         -1655        1000         -2655        OVERLAP
3531.04      2000         345          1000         -655         OVERLAP
3533.05      2000         -1665        1000         -2665        OVERLAP
3533.05      2000         335          1000         -665         OVERLAP
3535.06      2000         -1675        1000         -2675        OVERLAP
3535.06      2000         325          1000         -675         OVERLAP
3537.07      2000         -1685        1000         -2685        OVERLAP
3537.07      2000         315          1000         -685         OVERLAP
