Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
3869.48      2000         +1675        1000         +675         DRIFT
3871.48      2000         +1685        1000         +685         DRIFT
3873.48      2000         +1695        1000         +695         DRIFT
3875.48      2000         +1705        1000         +705         DRIFT
3877.49      2000         +1655        1000         +655         DRIFT
3879.49      2000         +1665        1000         +665         DRIFT
3881.49      2000         +1675        1000         +675         DRIFT
3883.49      2000         +1685        1000         +685         DRIFT
3885.49      2000         +1685        1000         +685         DRIFT
3887.49      2000         +1695        1000         +695         DRIFT
3889.49      2000         +1655        1000         +655         DRIFT
3891.49      2000         +1665        1000         +665         DRIFT
3893.49      2000         +1675        1000         +675         DRIFT
3895.49      2000         +1675        1000         +675         DRIFT
3897.49      2000         +1685        1000         +685         DRIFT
3899.49      2000         +1695        1000         +695         DRIFT
3901.49      2000         +1655        1000         +655         DRIFT
3903.50      2000         +1655        1000         +655         DRIFT
3905.50      2000         +1655        1000         +655         DRIFT
3907.50      2000         +1665        1000         +665         DRIFT
3909.50      2000         +1675        1000         +675         DRIFT
3911.50      2000         +1685        1000         +685         DRIFT
3913.50      2000         +1695        1000         +695         DRIFT
3915.50      2000         +1645        1000         +645         DRIFT
3917.50      2000         +1655        1000         +655         DRIFT
3919.50      2000         +1675        1000         +675         DRIFT
3921.50      2000         +1695        1000         +695         DRIFT
3923.50      2000         +1645        1000         +645         DRIFT
3925.50      2000         +1655        1000         +655         DRIFT
3927.50      2000         +1665        1000         +665         DRIFT
3929.50      2000         +1675        1000         +675         DRIFT
3931.50      2000         +1635        1000         +635         DRIFT
3933.50      2000         +1645        1000         +645         DRIFT
3935.50      2000         +1645        1000         +645         DRIFT
3937.51      2000         +1645        1000         +645         DRIFT
3939.51      2000         +1665        1000         +665         DRIFT
3941.51      2000         +1625        1000         +625         DRIFT
3943.51      2000         +1625        1000         +625         DRIFT
3945.51      2000         +1635        1000         +635         DRIFT
3947.51      2000         +1645        1000         +645         DRIFT
3949.51      2000         +1655        1000         +655         DRIFT
3951.51      2000         +1665        1000         +665         DRIFT
3953.51      2000         +1665        1000         +665         DRIFT
3955.51      2000         +1625        1000         +625         DRIFT
3957.51      2000         +1635        1000         +635         DRIFT
3959.51      2000         +1645        1000         +645         DRIFT
3961.51      2000         +1655        1000         +655         DRIFT
3963.52      2000         +1645        1000         +645         DRIFT
3965.52      2000         +1655        1000         +655         DRIFT
3967.52      2000         +1615        1000         +615         DRIFT
3969.52      2000         +1625        1000         +625         DRIFT
3971.52      2000         +1635        1000         +635         DRIFT
3973.52      2000         +1635        1000         +635         DRIFT
3975.52      2000         +1645        1000         +645         DRIFT
3977.52      2000         +1655        1000         +655         DRIFT
3979.52      2000         +1615        1000         +615         DRIFT
3981.52      2000         +1635        1000         +635         DRIFT
3983.52      2000         +1645        1000         +645         DRIFT
